,BILL_MONTH,DIVISION,SUB_DIVISION,Billing for Jan 23,METER_STATUS,BILL_STATUS,REALIZATION_PAYMENT,TOTAL_CURRENT_BILL,TOTAL_CURRENT_BILL_AFTHLKADJ,TOTAL_BILLDED_ARREAR_AMT_DF,TOTAL_BILLDED_ARR_AMT_MEPDCL,tot_bill
8554,Jan-23,TURA,PHULBARI,2087,OK,ACT,2000,2109.3,2109.3,0,0,
8564,Jan-23,TURA,PHULBARI,1462.71,OK,ACT,1300,1478.01,1478.01,-4.4,2815.71,4289.32
8595,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,6.43,0,
8812,Jan-23,TURA,PHULBARI,1108.27,OK,ACT,1650,1119.77,1119.77,534.94,0,
8905,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1109.7,1853,
8907,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,6084.48,3772.8,
8909,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,7009.17,3332.64,
8919,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,490.15,3618.16,
8921,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,605.88,0,
9116,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,156.97,0,
9120,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,58.21,-58.51,
9124,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,346.58,1092.74,
9133,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
9136,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,22.9,-53.59,
9141,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,164.74,0,
9148,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,169.41,0,
9152,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,162.02,0,
9153,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,163.55,0,
9249,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4551.6,5543.28,
9303,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
9312,Jan-23,TURA,PHULBARI,-1.59,OK,ACT,,292.17,-3.03,443.39,0,
9314,Jan-23,TURA,PHULBARI,263.92,OK,ACT,,265,265,2851.2,0,
9318,Jan-23,TURA,PHULBARI,152.53,OK,ACT,,152.83,152.83,2.61,0,
9320,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,2283.5,781.6,
9322,Jan-23,TURA,PHULBARI,989.92,OK,ACT,1000,997.24,997.24,1206.92,4337.47,6541.63
9328,Jan-23,TURA,PHULBARI,462.7,OK,ACT,200,772.15,465.05,-0.81,0,
9330,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,22430.07,
9331,Jan-23,TURA,PHULBARI,2805.5,OK,ACT,2830,2836.45,2836.45,0,0,
9332,Jan-23,TURA,PHULBARI,819.46,OK,ACT,840,826.16,826.16,14.75,0,
9336,Jan-23,TURA,PHULBARI,4204.1,OK,ACT,,4248.15,4248.15,0,0,
9338,Jan-23,TURA,PHULBARI,204.5,OK,ACT,200,205.28,205.28,0,0,
9342,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3950.37,0,
9343,Jan-23,TURA,PHULBARI,733.5,OK,ACT,739,740.25,740.25,-1.85,0,
9351,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1239.15,3576.1,
9354,Jan-23,TURA,PHULBARI,495.5,OK,ACT,496,498.25,498.25,29.34,-32.14,495.45
9357,Jan-23,TURA,PHULBARI,217.5,OK,ACT,220,218.4,218.4,-0.79,0,
9360,Jan-23,TURA,PHULBARI,1158.52,OK,ACT,1000,1169.72,1169.72,12.04,0,
9363,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-3.25,0,
9364,Jan-23,TURA,PHULBARI,144.61,OK,ACT,500,144.79,144.79,332.69,0,
9394,Jan-23,TURA,PHULBARI,262,OK,ACT,270,263,263,7.18,126.63,396.81
9479,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-2741.02,123977.11,
9480,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,370.58,0,
9481,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
9485,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3915.24,65689.37,
9486,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1150.24,-1156.68,
9488,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,100.19,0,
9491,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,2287.7,-2131.46,
9499,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-4613.75,5559.26,
9500,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,20097.62,47119.77,
9503,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,159.69,0,
9504,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,215.05,0,
9505,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,121.05,0,
9506,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,166.53,0,
9527,Jan-23,TURA,PHULBARI,312.35,OK,ACT,320,312.45,312.45,415.4,0,
9531,Jan-23,TURA,PHULBARI,36.7,OK,ACT,,849.45,36.05,0,0,
9532,Jan-23,TURA,PHULBARI,290.96,OK,ACT,,293.21,293.21,3932.2,1091.45,5316.86
9551,Jan-23,TURA,PHULBARI,133.47,OK,ACT,500,134.22,134.22,1231.45,0,
9560,Jan-23,TURA,PHULBARI,-540.24,OK,ACT,,123.96,-548.34,395.79,0,
9570,Jan-23,TURA,PHULBARI,1841.07,OK,ACT,700,1848.37,1848.37,21376.21,137319.86,160544.44
9918,Jan-23,TURA,PHULBARI,251.28,OK,ACT,,252.93,252.93,8542.5,4134.36,12929.79
9919,Jan-23,TURA,PHULBARI,158.05,OK,ACT,,159.75,159.75,216.81,-76.1,300.46
9922,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-2123.35,2123.3,
9923,Jan-23,TURA,PHULBARI,156.24,OK,ACT,,157.89,157.89,-1313.32,1766.97,611.54
9924,Jan-23,TURA,PHULBARI,212.83,OK,ACT,,214.48,214.48,3016.84,4134.36,7365.68
9925,Jan-23,TURA,PHULBARI,256.71,OK,ACT,,258.41,258.41,8684.79,4134.36,13077.56
9927,Jan-23,TURA,PHULBARI,155.55,OK,ACT,,157.2,157.2,382.09,0,
9928,Jan-23,TURA,PHULBARI,155.9,OK,ACT,,157.6,157.6,7515.7,3222.6,10895.9
9930,Jan-23,TURA,PHULBARI,158.93,OK,ACT,,160.63,160.63,307.35,-16.35,451.63
9932,Jan-23,TURA,PHULBARI,162.78,OK,ACT,,164.43,164.43,1204.28,0,
9933,Jan-23,TURA,PHULBARI,151.8,OK,ACT,150,153.45,153.45,17,-20.41,150.04
9934,Jan-23,TURA,PHULBARI,265.38,OK,ACT,,267.18,267.18,8051.11,4024.32,12342.61
9935,Jan-23,TURA,PHULBARI,157.98,OK,ACT,310,159.68,159.68,209.96,-62.1,307.54
9954,Jan-23,TURA,PHULBARI,140.3,OK,ACT,150,141.4,141.4,-923.48,922.15,140.07
9977,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-573.75,1945.38,
10042,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4390.4,5543.28,
10043,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4390.4,5543.28,
10046,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4553,5543.28,
10121,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
10137,Jan-23,TURA,PHULBARI,191.5,OK,ACT,200,192.16,192.16,-8.85,0,
10138,Jan-23,TURA,PHULBARI,2239.94,OK,ACT,2000,2264.04,2264.04,1094.15,0,
10140,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,49299.29,15446.24,
10141,Jan-23,TURA,PHULBARI,204.67,OK,ACT,200,205.45,205.45,0,16.56,
10144,Jan-23,TURA,PHULBARI,533.43,OK,ACT,,537.09,537.09,1741.25,0,
10146,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-430,0,
10154,Jan-23,TURA,PHULBARI,950.4,OK,ACT,950,957.6,957.6,-6.84,0,
10155,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1793.07,0,
10156,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4948.12,0,
10159,Jan-23,TURA,PHULBARI,1704.8,OK,ACT,1710,1721.2,1721.2,-8.4,0,
10163,Jan-23,TURA,PHULBARI,319.88,OK,ACT,3090,321.2,321.2,2769.15,0,
10164,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
10165,Jan-23,TURA,PHULBARI,716.73,OK,ACT,720,721.08,721.08,2.65,0,
10173,Jan-23,TURA,PHULBARI,347.5,OK,ACT,341,349.6,349.6,-8.61,0,
10175,Jan-23,TURA,PHULBARI,176.37,OK,ACT,,176.55,176.55,170.23,244.98,591.76
10177,Jan-23,TURA,PHULBARI,667.5,OK,ACT,,671.25,671.25,-1.27,0,
10178,Jan-23,TURA,PHULBARI,910.5,OK,ACT,,915.75,915.75,0,0,
10180,Jan-23,TURA,PHULBARI,564.65,OK,ACT,,566.4,566.4,6397,0,
10181,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,8915.5,-699.37,
10182,Jan-23,TURA,PHULBARI,730.56,OK,ACT,,735.84,735.84,3924.29,0,
10183,Jan-23,TURA,PHULBARI,2586.7,OK,ACT,,2616.05,2616.05,0,0,
10185,Jan-23,TURA,PHULBARI,1865.01,OK,ACT,1884,1878.81,1878.81,1.32,0,
10187,Jan-23,TURA,PHULBARI,516.5,OK,ACT,520,520.16,520.16,0,0,
10188,Jan-23,TURA,PHULBARI,1498.89,OK,ACT,,1514.19,1514.19,449.89,0,
10189,Jan-23,TURA,PHULBARI,388.9,OK,ACT,382,390.35,390.35,-8.46,0,
10299,Jan-23,TURA,PHULBARI,285.5,OK,ACT,290,288.25,288.25,0,0,
10304,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3.57,-0.6,
10305,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,145.4,0,
10306,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,134.21,0,
10341,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,60,21765.13,
10347,Jan-23,TURA,PHULBARI,76.4,OK,ACT,70,76.6,76.6,-10.9,0,
10354,Jan-23,TURA,PHULBARI,182,OK,ACT,380,182,182,199.54,0,
10355,Jan-23,TURA,PHULBARI,-58.12,OK,ACT,,98.08,-59.62,231.72,345.33,517.43
10477,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,-8292.5,9600.24,
10500,Jan-23,TURA,PHULBARI,162.5,OK,ACT,164,163.75,163.75,-0.69,0,
10754,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
10757,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3011.28,3254.04,
10759,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3011.28,3254.04,
10836,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3214.9,10846.8,
10841,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,6134.62,10846.8,
10849,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,6455.87,10846.8,
10961,Jan-23,TURA,PHULBARI,518.8,OK,ACT,,522.2,522.2,8.38,0,
10962,Jan-23,TURA,PHULBARI,1205,OK,ACT,1200,1214.24,1214.24,0,-6.42,
10963,Jan-23,TURA,PHULBARI,496.43,OK,ACT,500,499.85,499.85,597.44,0,
10964,Jan-23,TURA,PHULBARI,205.03,OK,ACT,250,205.81,205.81,52.67,0,
10965,Jan-23,TURA,PHULBARI,289.66,OK,ACT,,289.9,289.9,2446.67,0,
10966,Jan-23,TURA,PHULBARI,744.01,OK,ACT,750,749.77,749.77,1.01,0,
10968,Jan-23,TURA,PHULBARI,1100,OK,ACT,1080,1108.64,1108.64,0,0,
10971,Jan-23,TURA,PHULBARI,876.58,OK,ACT,8700,882.82,882.82,7690.2,119.65,8692.67
10973,Jan-23,TURA,PHULBARI,320.2,OK,ACT,,321.64,321.64,4772.61,42.46,5136.71
10974,Jan-23,TURA,PHULBARI,139.5,OK,ACT,130,139.68,139.68,0,0,
10976,Jan-23,TURA,PHULBARI,331,OK,ACT,324,331.84,331.84,479.74,-487.97,323.61
10977,Jan-23,TURA,PHULBARI,2486.28,OK,ACT,,2505.9,2505.9,696.67,702.08,3904.65
10978,Jan-23,TURA,PHULBARI,592,OK,ACT,600,596.08,596.08,0,0,
10979,Jan-23,TURA,PHULBARI,451.53,OK,ACT,450,454.59,454.59,2.51,0,
10981,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4847.31,0,
10982,Jan-23,TURA,PHULBARI,1837.18,OK,ACT,2000,1851.1,1851.1,3963.16,861.69,6675.95
10983,Jan-23,TURA,PHULBARI,627.33,OK,ACT,600,632.01,632.01,33.46,0,
10984,Jan-23,TURA,PHULBARI,1697.06,OK,ACT,,1709,1709,15736.8,0,
10985,Jan-23,TURA,PHULBARI,443.43,OK,ACT,500,446.01,446.01,2624.72,2292.64,5363.37
10986,Jan-23,TURA,PHULBARI,490.89,OK,ACT,,494.19,494.19,1339.08,0,
10987,Jan-23,TURA,PHULBARI,372.68,OK,ACT,,374.9,374.9,1212.64,5.4,1592.94
10989,Jan-23,TURA,PHULBARI,630.8,OK,ACT,,634.7,634.7,5829.92,244.7,6709.32
10990,Jan-23,TURA,PHULBARI,633.5,OK,ACT,500,638.24,638.24,0,0,
10991,Jan-23,TURA,PHULBARI,374.73,OK,ACT,633,376.77,376.77,2481.44,-694.52,2163.69
10992,Jan-23,TURA,PHULBARI,209.31,OK,ACT,,209.85,209.85,0,3082.59,
10993,Jan-23,TURA,PHULBARI,1025.01,OK,ACT,1035,1033.05,1033.05,1.06,0,
10994,Jan-23,TURA,PHULBARI,2539.91,OK,ACT,,2559.47,2559.47,4528.73,0,
10995,Jan-23,TURA,PHULBARI,197.96,OK,ACT,300,198.56,198.56,1307.25,-131.55,1374.26
10996,Jan-23,TURA,PHULBARI,556.53,OK,ACT,1000,559.95,559.95,1533.69,5243.37,7337.01
10997,Jan-23,TURA,PHULBARI,754.57,OK,ACT,,760.39,760.39,406.69,0,
10998,Jan-23,TURA,PHULBARI,1077.52,OK,ACT,,1085.98,1085.98,2.07,0,
10999,Jan-23,TURA,PHULBARI,230.52,OK,ACT,230,231.54,231.54,1.79,0,
11000,Jan-23,TURA,PHULBARI,403.53,OK,ACT,400,405.87,405.87,2.82,0,
11002,Jan-23,TURA,PHULBARI,155.31,OK,ACT,,155.55,155.55,-1436.16,2367.15,1086.54
11003,Jan-23,TURA,PHULBARI,1175,OK,ACT,1180,1184.24,1184.24,0,0,
11004,Jan-23,TURA,PHULBARI,412.5,OK,ACT,400,415.2,415.2,-0.17,0,
11005,Jan-23,TURA,PHULBARI,653,OK,ACT,650,657.92,657.92,0,0,
11006,Jan-23,TURA,PHULBARI,425.65,OK,ACT,444,428.47,428.47,-4180.15,4195.07,443.39
11007,Jan-23,TURA,PHULBARI,1557.5,OK,ACT,1570,1569.8,1569.8,-0.83,0,
11009,Jan-23,TURA,PHULBARI,185,OK,ACT,120,185.6,185.6,0,0,
11010,Jan-23,TURA,PHULBARI,475.43,OK,ACT,925,478.67,478.67,446.02,0,
11011,Jan-23,TURA,PHULBARI,4245.4,OK,ACT,,4286.1,4286.1,-0.64,0,
11012,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
11067,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,50139.37,778.96,
11069,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,52455.17,797.16,
11138,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1546.51,0,
11139,Jan-23,TURA,PHULBARI,360.5,OK,ACT,,362.72,362.72,0,0,
11140,Jan-23,TURA,PHULBARI,484.5,OK,ACT,,486.12,486.12,19452.52,0,
11141,Jan-23,TURA,PHULBARI,1091.02,OK,ACT,,1096.66,1096.66,1.7,0,
11146,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,67272.63,1228.99,
11148,Jan-23,TURA,PHULBARI,403.42,OK,ACT,,406.82,406.82,462.31,0,
11155,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,16400.06,22298.52,
11159,Jan-23,TURA,PHULBARI,547.89,OK,ACT,3010,550.23,550.23,2460.21,0,
11162,Jan-23,TURA,PHULBARI,1587.5,OK,ACT,,1599.08,1599.08,-3.98,0,
11168,Jan-23,TURA,PHULBARI,1063.6,OK,ACT,1360,1069.95,1069.95,289.99,0,
11264,Jan-23,TURA,PHULBARI,304.91,OK,ACT,,306.41,306.41,-2552.5,8715.07,6468.98
11270,Jan-23,TURA,PHULBARI,549.42,OK,ACT,,552.72,552.72,1579.44,22772.61,24904.77
11272,Jan-23,TURA,PHULBARI,889.52,OK,ACT,,892.17,892.17,1756.11,65166.04,67814.32
11294,Jan-23,TURA,PHULBARI,302.04,OK,ACT,,304.99,304.99,-516.77,522.88,311.1
11313,Jan-23,TURA,PHULBARI,242.61,OK,ACT,,243.36,243.36,110.12,0,
11315,Jan-23,TURA,PHULBARI,1263.16,OK,ACT,,1274.71,1274.71,15778.47,1125.26,18178.44
11324,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,32277.36,66939.22,
11535,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
11577,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
11643,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
11787,Jan-23,TURA,PHULBARI,473.27,OK,ACT,,475.91,475.91,4405.28,2696.5,7577.69
11788,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,5621.17,0,
11792,Jan-23,TURA,PHULBARI,1303.01,OK,ACT,1300,1314.51,1314.51,0.61,0,
11793,Jan-23,TURA,PHULBARI,759.66,OK,ACT,1000,766.71,766.71,155.6,0,
11798,Jan-23,TURA,PHULBARI,480.03,OK,ACT,484,480.03,480.03,3.07,0,
11800,Jan-23,TURA,PHULBARI,2094.5,OK,ACT,4220,2115.55,2115.55,-2.67,0,
11802,Jan-23,TURA,PHULBARI,2570,OK,ACT,,2588.24,2588.24,-64.85,63.29,2586.68
11804,Jan-23,TURA,PHULBARI,260.5,OK,ACT,260,261.52,261.52,0,0,
11809,Jan-23,TURA,PHULBARI,2758.44,OK,ACT,3000,2788.14,2788.14,2579.8,0,
11811,Jan-23,TURA,PHULBARI,883.5,OK,ACT,900,889.44,889.44,0,0,
11812,Jan-23,TURA,PHULBARI,139.5,OK,ACT,140,139.68,139.68,0,0,
11813,Jan-23,TURA,PHULBARI,381.46,OK,ACT,800,382.54,382.54,2464.58,0,
11817,Jan-23,TURA,PHULBARI,4437.08,OK,ACT,4500,4466.9,4466.9,70113.87,865.64,75446.41
11818,Jan-23,TURA,PHULBARI,467.5,OK,ACT,460,469.6,469.6,-0.1,0,
11819,Jan-23,TURA,PHULBARI,467.22,OK,ACT,,468.12,468.12,999.02,0,
11822,Jan-23,TURA,PHULBARI,152.5,OK,ACT,150,152.8,152.8,0,0,
11826,Jan-23,TURA,PHULBARI,285,OK,ACT,1000,1964.4,288.75,710.13,0,
11828,Jan-23,TURA,PHULBARI,540.02,OK,ACT,550,543.62,543.62,2.27,0,
11829,Jan-23,TURA,PHULBARI,659.5,OK,ACT,660,664.48,664.48,0,0,
11830,Jan-23,TURA,PHULBARI,468.98,OK,ACT,,471.98,471.98,0,2397.62,
11832,Jan-23,TURA,PHULBARI,177.23,OK,ACT,,177.41,177.41,938.86,60.48,1176.75
11834,Jan-23,TURA,PHULBARI,890.06,OK,ACT,,897.02,897.02,0,5.55,
11835,Jan-23,TURA,PHULBARI,273.5,OK,ACT,270,274.64,274.64,0,0,
11836,Jan-23,TURA,PHULBARI,1181.44,OK,ACT,,1186.78,1186.78,2749.47,55605.18,59541.43
11837,Jan-23,TURA,PHULBARI,2949.93,OK,ACT,,2971.65,2971.65,9686.6,0,
11930,Jan-23,TURA,PHULBARI,114.14,OK,ACT,,115.14,115.14,1176.66,0,
11931,Jan-23,TURA,PHULBARI,134.73,OK,ACT,500,135.98,135.98,964.25,501.09,1601.32
11932,Jan-23,TURA,PHULBARI,95.3,OK,ACT,,96.15,96.15,330.77,0,
11933,Jan-23,TURA,PHULBARI,106.76,OK,ACT,,107.81,107.81,11.14,-9.83,109.12
11934,Jan-23,TURA,PHULBARI,137.19,OK,ACT,,138.59,138.59,508.01,-9.83,636.77
11935,Jan-23,TURA,PHULBARI,107.96,OK,ACT,,108.91,108.91,899.06,0,
11936,Jan-23,TURA,PHULBARI,104.14,OK,ACT,,105.14,105.14,115.35,-9.59,210.9
11937,Jan-23,TURA,PHULBARI,99.46,OK,ACT,,100.41,100.41,11.14,-9.65,101.9
11938,Jan-23,TURA,PHULBARI,101.64,OK,ACT,,102.59,102.59,231.81,-8.73,325.67
11939,Jan-23,TURA,PHULBARI,110.3,OK,ACT,110,111.4,111.4,-4.1,0,
11940,Jan-23,TURA,PHULBARI,186,OK,ACT,,186.95,186.95,1908.82,0,
11941,Jan-23,TURA,PHULBARI,135.1,OK,ACT,136,135.65,135.65,-0.49,0,
11943,Jan-23,TURA,PHULBARI,198.22,OK,ACT,,198.77,198.77,-3076.4,7968.34,5090.71
11944,Jan-23,TURA,PHULBARI,439.81,OK,ACT,1000,442.33,442.33,4680.79,0,
11951,Jan-23,TURA,PHULBARI,588.58,OK,ACT,,591.52,591.52,8.49,0,
11953,Jan-23,TURA,PHULBARI,445.19,OK,ACT,,448.19,448.19,18.66,0,
11955,Jan-23,TURA,PHULBARI,180.03,OK,ACT,340,180.57,180.57,-6193.88,6351.16,337.85
12045,Jan-23,TURA,PHULBARI,615.61,OK,ACT,,621.21,621.21,6160.96,-718.92,6063.25
12050,Jan-23,TURA,PHULBARI,894.04,OK,ACT,,901.89,901.89,-66.35,13230.89,14066.43
12051,Jan-23,TURA,PHULBARI,1513,OK,ACT,2000,1525.1,1525.1,7384.85,30232.35,39142.3
12071,Jan-23,TURA,PHULBARI,688.61,OK,ACT,,693.77,693.77,967.47,0,
12100,Jan-23,TURA,PHULBARI,123.37,OK,ACT,470,123.37,123.37,340,0,
12222,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,6309.74,5100.16,
12419,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4013.8,4102.92,
12430,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,525.54,712.22,
12435,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,821.43,1336.29,
12439,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,282,3144,
12605,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,297.34,0,
12606,Jan-23,TURA,PHULBARI,341,OK,ACT,340,343.04,343.04,0,0,
12607,Jan-23,TURA,PHULBARI,1050.63,OK,ACT,600,1055.25,1055.25,44679.08,0,
12611,Jan-23,TURA,PHULBARI,278.35,OK,ACT,,279.79,279.79,236.46,0,
12614,Jan-23,TURA,PHULBARI,253.85,OK,ACT,253,253.91,253.91,2400.06,11376.52,14030.49
12615,Jan-23,TURA,PHULBARI,2415.92,OK,ACT,2470,2435.06,2435.06,2236.43,-2209.03,2462.46
12616,Jan-23,TURA,PHULBARI,458,OK,ACT,462,461.12,461.12,0.27,0,
12621,Jan-23,TURA,PHULBARI,672.5,OK,ACT,680,677.6,677.6,0,0,
12623,Jan-23,TURA,PHULBARI,644,OK,ACT,,648.56,648.56,0,0,
12626,Jan-23,TURA,PHULBARI,623.37,OK,ACT,1264,626.85,626.85,636.92,0,
12627,Jan-23,TURA,PHULBARI,2453.1,OK,ACT,2480,2766.4,2480.05,0,0,
12629,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
12631,Jan-23,TURA,PHULBARI,518.66,OK,ACT,522,522.2,522.2,1527.66,0,
12632,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,8655.16,-8655.14,
12637,Jan-23,TURA,PHULBARI,531.81,OK,ACT,650,534.45,534.45,0,9581.44,
12638,Jan-23,TURA,PHULBARI,766.1,OK,ACT,200,772.15,772.15,0,0,
12639,Jan-23,TURA,PHULBARI,646.85,OK,ACT,,649.49,649.49,94.44,24878.27,25622.2
12641,Jan-23,TURA,PHULBARI,2429.51,OK,ACT,,2448.71,2448.71,0,951.46,
12643,Jan-23,TURA,PHULBARI,338.53,OK,ACT,300,340.27,340.27,2.63,0,
12644,Jan-23,TURA,PHULBARI,612.64,OK,ACT,,616,616,859.95,4.75,1480.7
12645,Jan-23,TURA,PHULBARI,496.1,OK,ACT,,499.4,499.4,0,1860.16,
12646,Jan-23,TURA,PHULBARI,1842,OK,ACT,1853,1859.8,1859.8,-6.85,0,
12647,Jan-23,TURA,PHULBARI,718,OK,ACT,729,723.52,723.52,-1.89,0,
12648,Jan-23,TURA,PHULBARI,401.4,OK,ACT,401,404.1,404.1,-3.99,0,
12652,Jan-23,TURA,PHULBARI,300.24,OK,ACT,,301.86,301.86,3.31,0,
12654,Jan-23,TURA,PHULBARI,250.92,OK,ACT,,252.12,252.12,91.78,0,
12657,Jan-23,TURA,PHULBARI,351.81,OK,ACT,500,353.67,353.67,2435.38,667.91,3456.96
12710,Jan-23,TURA,PHULBARI,132.3,OK,ACT,,132.8,132.8,130.86,0,
12711,Jan-23,TURA,PHULBARI,190.8,OK,ACT,,191.8,191.8,2012.87,510.92,2715.59
12712,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4120.41,396.93,
12714,Jan-23,TURA,PHULBARI,216.93,OK,ACT,,218.08,218.08,3510.22,505.02,4233.32
12715,Jan-23,TURA,PHULBARI,227.31,OK,ACT,,228.41,228.41,5261.84,522.71,6012.96
12716,Jan-23,TURA,PHULBARI,131,OK,ACT,,131.5,131.5,0,0,
12717,Jan-23,TURA,PHULBARI,238.79,OK,ACT,,240.04,240.04,5433.18,512.88,6186.1
12718,Jan-23,TURA,PHULBARI,199.4,OK,ACT,,200.35,200.35,3029.4,497.16,3726.91
12722,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4118.41,396.93,
12723,Jan-23,TURA,PHULBARI,219.88,OK,ACT,,221.08,221.08,3251.59,518.78,3991.45
12724,Jan-23,TURA,PHULBARI,208.18,OK,ACT,,208.98,208.98,5989.11,522.71,6720.8
12726,Jan-23,TURA,PHULBARI,186.75,OK,ACT,,187.8,187.8,1111.04,0,
12727,Jan-23,TURA,PHULBARI,131,OK,ACT,,131.5,131.5,0,0,
12728,Jan-23,TURA,PHULBARI,190.52,OK,ACT,,191.47,191.47,2744.38,0,
12729,Jan-23,TURA,PHULBARI,242.57,OK,ACT,,244.02,244.02,3894.66,522.71,4661.39
12730,Jan-23,TURA,PHULBARI,125.21,OK,ACT,170,125.61,125.61,242.55,0,
12731,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,4112.74,406.76,
12732,Jan-23,TURA,PHULBARI,184.87,OK,ACT,,185.77,185.77,1818.93,508.95,2513.65
12733,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,3831.12,402.83,
12734,Jan-23,TURA,PHULBARI,90.83,OK,ACT,100,90.83,90.83,83.43,0,
12735,Jan-23,TURA,PHULBARI,194.24,OK,ACT,,195.19,195.19,2241.34,497.16,2933.69
12736,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,6240.96,416.59,
