,BILL_MONTH,DIVISION,SUB_DIVISION,Billing for Jan 23,METER_STATUS,BILL_STATUS,REALIZATION_PAYMENT,TOTAL_CURRENT_BILL,TOTAL_CURRENT_BILL_AFTHLKADJ,TOTAL_BILLDED_ARREAR_AMT_DF,TOTAL_BILLDED_ARR_AMT_MEPDCL,tot_bill
47077,Jan-23,WEILOI,EAST KHASI HILL,336.5,OK,ACT,,338,338,3488.8,0,
47080,Jan-23,WEILOI,EAST KHASI HILL,117.4,OK,ACT,120,118.1,118.1,0,-0.8,
47083,Jan-23,WEILOI,EAST KHASI HILL,345.59,OK,ACT,,349.04,349.04,271.21,0,
47085,Jan-23,WEILOI,EAST KHASI HILL,121.5,OK,ACT,120,122.25,122.25,530.31,-530.83,121.73
47086,Jan-23,WEILOI,EAST KHASI HILL,325.33,OK,ACT,,326.08,326.08,311.56,20678,21315.64
47088,Jan-23,WEILOI,EAST KHASI HILL,209.13,OK,ACT,,209.93,209.93,929.91,8173.78,9313.62
47090,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,0,209.93,
47091,Jan-23,WEILOI,EAST KHASI HILL,260.9,OK,ACT,,263.35,263.35,11.89,-12.83,262.41
47095,Jan-23,WEILOI,EAST KHASI HILL,314.21,OK,ACT,,317.31,317.31,1.46,0,
47096,Jan-23,WEILOI,EAST KHASI HILL,75.9,OK,ACT,,76.05,76.05,588.66,-219.07,445.64
47106,Jan-23,WEILOI,EAST KHASI HILL,148.7,OK,ACT,,149.05,149.05,0,0,
47110,Jan-23,WEILOI,EAST KHASI HILL,175.08,OK,ACT,1000,175.08,175.08,513.54,0,
47119,Jan-23,WEILOI,EAST KHASI HILL,98.21,OK,ACT,,98.41,98.41,3498.64,-2024.81,1572.24
47120,Jan-23,WEILOI,EAST KHASI HILL,644.02,OK,ACT,,645.17,645.17,337.31,51642.38,52624.86
47127,Jan-23,WEILOI,EAST KHASI HILL,291.72,OK,ACT,508,294.52,294.52,213.45,0,
47128,Jan-23,WEILOI,EAST KHASI HILL,446.69,OK,ACT,,447.44,447.44,12529.36,26873.69,39850.49
47133,Jan-23,WEILOI,EAST KHASI HILL,243.5,OK,ACT,244,244.64,244.64,114.81,-115.79,243.66
47134,Jan-23,WEILOI,EAST KHASI HILL,501.5,OK,ACT,507,506.85,506.85,0,0,
47135,Jan-23,WEILOI,EAST KHASI HILL,575,OK,ACT,580,580.5,580.5,143.06,-144.52,579.04
47136,Jan-23,WEILOI,EAST KHASI HILL,411.1,OK,ACT,,414.65,414.65,1270.23,-1270.89,413.99
47137,Jan-23,WEILOI,EAST KHASI HILL,147.4,OK,ACT,250,148.45,148.45,508.78,-407.85,249.38
47138,Jan-23,WEILOI,EAST KHASI HILL,83.95,OK,ACT,,85.1,85.1,0,0,
47139,Jan-23,WEILOI,EAST KHASI HILL,656.06,OK,ACT,,662.96,662.96,2002.75,-496.97,2168.74
47140,Jan-23,WEILOI,EAST KHASI HILL,113.3,OK,ACT,114,113.95,113.95,70.23,-70.71,113.47
47141,Jan-23,WEILOI,EAST KHASI HILL,219.9,OK,ACT,222,221.85,221.85,0,0,
47142,Jan-23,WEILOI,EAST KHASI HILL,1109.45,OK,ACT,,1120.5,1120.5,3198.39,-3197.07,1121.82
47148,Jan-23,WEILOI,EAST KHASI HILL,0.84,OK,ACT,,0.84,0.84,84.45,0,
47162,Jan-23,WEILOI,EAST KHASI HILL,133.8,OK,ACT,135,134.7,134.7,0,0,
47163,Jan-23,WEILOI,EAST KHASI HILL,750.5,OK,ACT,758,757.95,757.95,2287.86,-2287.95,757.86
47165,Jan-23,WEILOI,EAST KHASI HILL,156.8,OK,ACT,382,158.85,158.85,222.96,0,
47167,Jan-23,WEILOI,EAST KHASI HILL,178.9,OK,ACT,131,180.35,180.35,204.84,-255.15,130.04
47172,Jan-23,TURA,PHULBARI,0,OK,BACKEND,100,,0,0,0,
47174,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47177,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,1.18,0,
47178,Jan-23,TURA,PHULBARI,113,OK,ACT,,114,114,0,0,
47189,Jan-23,TURA,PHULBARI,123.71,OK,ACT,,125.21,125.21,1460.53,0,
47193,Jan-23,TURA,PHULBARI,195.79,OK,ACT,,197.79,197.79,541.24,0,
47194,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47195,Jan-23,TURA,PHULBARI,120.47,OK,ACT,,121.47,121.47,784.8,0,
47198,Jan-23,TURA,PHULBARI,104.53,OK,ACT,,105.03,105.03,2908.84,0,
47200,Jan-23,TURA,PHULBARI,130,OK,ACT,130,131.75,131.75,0,0,
47203,Jan-23,TURA,PHULBARI,150.5,OK,ACT,,152.5,152.5,0,0,
47210,Jan-23,TURA,PHULBARI,150.15,OK,ACT,220,151.65,151.65,65.19,0,
47213,Jan-23,TURA,PHULBARI,162.78,OK,ACT,800,163.78,163.78,996.4,0,
47216,Jan-23,TURA,PHULBARI,155.31,OK,ACT,,157.31,157.31,490.23,0,
47217,Jan-23,TURA,PHULBARI,189.5,OK,ACT,200,191,191,14.2,0,
47223,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47225,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47227,Jan-23,TURA,PHULBARI,131.3,OK,ACT,260,133.05,133.05,131.45,0,
47229,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47232,Jan-23,TURA,PHULBARI,76.54,OK,ACT,140,77.04,77.04,3.78,0,
47237,Jan-23,TURA,PHULBARI,162.86,OK,ACT,,165.01,165.01,5.59,0,
47244,Jan-23,TURA,PHULBARI,152.33,OK,ACT,,154.33,154.33,183.19,0,
47250,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47252,Jan-23,TURA,PHULBARI,76.64,OK,ACT,90,77.14,77.14,14.18,0,
47254,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47263,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47266,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47271,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47273,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47275,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47279,Jan-23,TURA,PHULBARI,154.47,OK,ACT,,156.47,156.47,401.41,0,
47280,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47283,Jan-23,TURA,PHULBARI,207.75,OK,ACT,210,209.5,209.5,0,0,
47288,Jan-23,TURA,PHULBARI,127.36,OK,ACT,,129.06,129.06,148.2,0,
47290,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47294,Jan-23,TURA,PHULBARI,113,OK,ACT,120,114,114,0.41,0,
47301,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47303,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47304,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47305,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47306,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47307,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47308,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47309,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47310,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47311,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47313,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47314,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47315,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47316,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47317,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47318,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47319,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47320,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47321,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47322,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47324,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47325,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47327,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47328,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47329,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47330,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47331,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47332,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47334,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47335,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47336,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47337,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47338,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47339,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47340,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47341,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47342,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47343,Jan-23,TURA,PHULBARI,0,OK,BACKEND,,,0,0,0,
47345,Jan-23,WEILOI,EAST KHASI HILL,505.98,OK,ACT,1500,511.08,511.08,2791.59,0,
47346,Jan-23,WEILOI,EAST KHASI HILL,1236.2,OK,ACT,1248,1248.3,1248.3,790.37,-791.1,1247.57
47349,Jan-23,WEILOI,EAST KHASI HILL,636.54,OK,ACT,648,643.39,643.39,4.02,0,
47350,Jan-23,WEILOI,EAST KHASI HILL,162.5,OK,ACT,160,163.75,163.75,-46.55,38.52,155.72
47352,Jan-23,WEILOI,EAST KHASI HILL,397.68,OK,ACT,,399.38,399.38,12002.85,12472.84,24875.07
47354,Jan-23,WEILOI,EAST KHASI HILL,142.04,OK,ACT,146,143.04,143.04,2.82,0,
47355,Jan-23,WEILOI,EAST KHASI HILL,370.1,OK,ACT,374,373.15,373.15,477.06,-477.14,373.07
47356,Jan-23,WEILOI,EAST KHASI HILL,240.4,OK,ACT,242,242.6,242.6,-0.07,0,
47357,Jan-23,WEILOI,EAST KHASI HILL,232.2,OK,ACT,235,234.3,234.3,0,0,
47358,Jan-23,WEILOI,EAST KHASI HILL,218.4,OK,ACT,218,219.6,219.6,0,0,
47359,Jan-23,WEILOI,EAST KHASI HILL,163.8,OK,ACT,165,164.7,164.7,-0.27,0,
47361,Jan-23,WEILOI,EAST KHASI HILL,114.32,OK,ACT,,148.17,114.97,218.72,-125.01,208.68
47362,Jan-23,WEILOI,EAST KHASI HILL,447.6,OK,ACT,,449.4,449.4,4741.32,-4741.89,448.83
47363,Jan-23,WEILOI,EAST KHASI HILL,430.07,OK,ACT,,432.83,432.83,1123.16,0,
47365,Jan-23,WEILOI,EAST KHASI HILL,180.3,OK,ACT,320,181.75,181.75,139.85,0,
47371,Jan-23,WEILOI,EAST KHASI HILL,120.45,OK,ACT,122,122.1,122.1,-0.7,0,
47375,Jan-23,WEILOI,EAST KHASI HILL,247.7,OK,ACT,251,251.05,251.05,-0.39,0,
47377,Jan-23,WEILOI,EAST KHASI HILL,15.29,OK,ACT,85,15.49,15.49,69.83,0,
47378,Jan-23,WEILOI,EAST KHASI HILL,191.87,OK,ACT,,194.17,194.17,2468.31,0,
47379,Jan-23,WEILOI,EAST KHASI HILL,439.22,OK,ACT,1131,440.82,440.82,1300.15,-610.47,1130.5
47380,Jan-23,WEILOI,EAST KHASI HILL,247.1,OK,ACT,248,248.65,248.65,1392.92,-1393.65,247.92
47383,Jan-23,WEILOI,EAST KHASI HILL,129.7,OK,ACT,131,130.55,130.55,-0.03,0,
47384,Jan-23,WEILOI,EAST KHASI HILL,549.75,OK,ACT,,554.95,554.95,1070.36,-966.32,658.99
47385,Jan-23,WEILOI,EAST KHASI HILL,1339,OK,ACT,1352,1352.1,1352.1,0,0,
47387,Jan-23,WEILOI,EAST KHASI HILL,92.8,OK,ACT,,93.2,93.2,0,0,
47388,Jan-23,WEILOI,EAST KHASI HILL,297.8,OK,ACT,300,300.7,300.7,0,0,
47389,Jan-23,WEILOI,EAST KHASI HILL,135.1,OK,ACT,135,135.65,135.65,-0.17,0,
47390,Jan-23,WEILOI,EAST KHASI HILL,932.2,OK,ACT,940,942.3,942.3,-0.69,0,
47391,Jan-23,WEILOI,EAST KHASI HILL,296.25,OK,ACT,,298.35,298.35,1037.7,-698.17,637.88
47392,Jan-23,WEILOI,EAST KHASI HILL,111.22,OK,ACT,304,111.82,111.82,303.2,-111.27,303.75
47393,Jan-23,WEILOI,EAST KHASI HILL,228.1,OK,ACT,,230.15,230.15,81.38,-81.99,229.54
47394,Jan-23,WEILOI,EAST KHASI HILL,1522.9,OK,ACT,,1537.35,1537.35,482.42,-482.66,1537.11
47398,Jan-23,WEILOI,EAST KHASI HILL,584,OK,ACT,,589.2,589.2,1016.8,-447.76,1158.24
47399,Jan-23,WEILOI,EAST KHASI HILL,106.4,OK,ACT,100,106.6,106.6,104.61,-105.56,105.65
47401,Jan-23,WEILOI,EAST KHASI HILL,893.78,OK,ACT,,903.03,903.03,1352.96,-224.42,2031.57
47402,Jan-23,WEILOI,EAST KHASI HILL,170.5,OK,ACT,170,170.75,170.75,-0.84,0,
47403,Jan-23,WEILOI,EAST KHASI HILL,299.1,OK,ACT,302,301.65,301.65,479.33,-479.57,301.41
47404,Jan-23,WEILOI,EAST KHASI HILL,91.91,OK,ACT,277,91.91,91.91,285.82,-101.46,276.27
47408,Jan-23,WEILOI,EAST KHASI HILL,154.3,OK,ACT,155,155.45,155.45,234.94,-235.69,154.7
47409,Jan-23,WEILOI,EAST KHASI HILL,336,OK,ACT,339,339,339,334.12,-334.27,338.85
47411,Jan-23,WEILOI,EAST KHASI HILL,102.3,OK,ACT,,102.45,102.45,0,0,
47412,Jan-23,WEILOI,EAST KHASI HILL,131,OK,ACT,,131.5,131.5,101.22,-101.46,131.26
47413,Jan-23,WEILOI,EAST KHASI HILL,139.08,OK,ACT,500,139.23,139.23,0,3677.6,
47414,Jan-23,WEILOI,EAST KHASI HILL,66.5,OK,ACT,,67,67,0,0,
47415,Jan-23,WEILOI,EAST KHASI HILL,103,OK,ACT,,104,104,0,0,
47416,Jan-23,WEILOI,EAST KHASI HILL,160.08,OK,ACT,182,160.93,160.93,256.08,-235.7,181.31
47417,Jan-23,WEILOI,EAST KHASI HILL,27.6,OK,ACT,,27.95,27.95,370.03,-184.08,213.9
47419,Jan-23,WEILOI,EAST KHASI HILL,135.1,OK,ACT,136,135.65,135.65,-0.09,0,
47420,Jan-23,WEILOI,EAST KHASI HILL,702.5,OK,ACT,,709.75,709.75,17.49,-18.36,708.88
47421,Jan-23,WEILOI,EAST KHASI HILL,339.1,OK,ACT,,343.4,343.4,0,0,
47422,Jan-23,WEILOI,EAST KHASI HILL,693.9,OK,ACT,,701.25,701.25,1751.05,-531.83,1920.47
47426,Jan-23,WEILOI,EAST KHASI HILL,713,OK,ACT,721,720.7,720.7,0,0,
47427,Jan-23,WEILOI,EAST KHASI HILL,340.4,OK,ACT,345,344.35,344.35,117.74,-117.85,344.24
47428,Jan-23,WEILOI,EAST KHASI HILL,124.23,OK,ACT,,124.58,124.58,813.9,-281.81,656.67
47429,Jan-23,WEILOI,EAST KHASI HILL,40.15,OK,ACT,41,40.7,40.7,866.8,-866.93,40.57
47430,Jan-23,WEILOI,EAST KHASI HILL,259.39,OK,ACT,693,262.29,262.29,760.03,-330.2,692.12
47433,Jan-23,WEILOI,EAST KHASI HILL,143.3,OK,ACT,144,143.95,143.95,0,0,
47434,Jan-23,WEILOI,EAST KHASI HILL,143.3,OK,ACT,144,143.95,143.95,1088.81,-1089.24,143.52
47435,Jan-23,WEILOI,EAST KHASI HILL,204.8,OK,ACT,207,206.2,206.2,1010.37,-1010.39,206.18
47436,Jan-23,WEILOI,EAST KHASI HILL,51.93,OK,ACT,116,52.63,52.63,249.79,-187.06,115.36
47437,Jan-23,WEILOI,EAST KHASI HILL,14.6,OK,ACT,,14.8,14.8,281.14,-297.16,-1.22
47438,Jan-23,WEILOI,EAST KHASI HILL,164.8,OK,ACT,,166.95,166.95,200.95,0,
47439,Jan-23,WEILOI,EAST KHASI HILL,167.9,OK,ACT,168,168.85,168.85,0,0,
47440,Jan-23,WEILOI,EAST KHASI HILL,113.3,OK,ACT,113,113.95,113.95,-13593.85,13593.04,113.14
47443,Jan-23,WEILOI,EAST KHASI HILL,197.2,OK,ACT,,198.55,198.55,-1857.34,7364.04,5705.25
47444,Jan-23,WEILOI,EAST KHASI HILL,228.1,OK,ACT,230,230.15,230.15,0,0,
47445,Jan-23,WEILOI,EAST KHASI HILL,596,OK,ACT,601,601.4,601.4,285.99,-286.95,600.44
47446,Jan-23,WEILOI,EAST KHASI HILL,410.7,OK,ACT,262,412.05,412.05,402.06,-402.73,411.38
47447,Jan-23,WEILOI,EAST KHASI HILL,204.6,OK,ACT,,204.9,204.9,127.37,-128.11,204.16
47449,Jan-23,WEILOI,EAST KHASI HILL,183,OK,ACT,184,184.5,184.5,116.15,-116.83,183.82
47450,Jan-23,WEILOI,EAST KHASI HILL,411.53,OK,ACT,2000,414.48,414.48,2139.45,-166.17,2387.76
47451,Jan-23,WEILOI,EAST KHASI HILL,252.99,OK,ACT,,255.74,255.74,1165.29,-71.75,1349.28
47452,Jan-23,WEILOI,EAST KHASI HILL,891.5,OK,ACT,902,901.8,901.8,240.68,-240.8,901.68
47453,Jan-23,WEILOI,EAST KHASI HILL,408.3,OK,ACT,410,411.45,411.45,582.23,-583.08,410.6
47454,Jan-23,WEILOI,EAST KHASI HILL,169.91,OK,ACT,373,170.86,170.86,201.85,0,
47455,Jan-23,WEILOI,EAST KHASI HILL,114.35,OK,ACT,221,115,115,105.01,0,
47456,Jan-23,WEILOI,EAST KHASI HILL,861.52,OK,ACT,,870.87,870.87,1.76,0,
47459,Jan-23,WEILOI,EAST KHASI HILL,918.5,OK,ACT,,928.15,928.15,0,0,
47464,Jan-23,WEILOI,EAST KHASI HILL,200.4,OK,ACT,,201,201,120,0,
47469,Jan-23,WEILOI,EAST KHASI HILL,1295,OK,ACT,850,1304.24,1304.24,0.39,-0.63,1304
47470,Jan-23,WEILOI,EAST KHASI HILL,129.7,OK,ACT,,130.55,130.55,0,0,
47471,Jan-23,WEILOI,EAST KHASI HILL,744.15,OK,ACT,,751.9,751.9,2710.91,20.4,3483.21
47473,Jan-23,WEILOI,EAST KHASI HILL,146.1,OK,ACT,147,147.15,147.15,29.47,-30.28,146.34
47475,Jan-23,WEILOI,EAST KHASI HILL,137.9,OK,ACT,139,138.85,138.85,-0.52,0,
47476,Jan-23,WEILOI,EAST KHASI HILL,1834.53,OK,ACT,3795,1850.88,1850.88,2738,-795.2,3793.68
47477,Jan-23,WEILOI,EAST KHASI HILL,366,OK,ACT,370,369,369,350.59,-351.51,368.08
47478,Jan-23,WEILOI,EAST KHASI HILL,127.18,OK,ACT,,128.88,128.88,411.56,-304.33,236.11
47479,Jan-23,WEILOI,EAST KHASI HILL,493.1,OK,ACT,498,497.65,497.65,-0.26,0,
47480,Jan-23,WEILOI,EAST KHASI HILL,324.93,OK,ACT,3712,327.03,327.03,3384.76,0,
47481,Jan-23,WEILOI,EAST KHASI HILL,289.9,OK,ACT,294,293.6,293.6,0,0,
47482,Jan-23,WEILOI,EAST KHASI HILL,219.9,OK,ACT,222,221.85,221.85,0,0,
47484,Jan-23,WEILOI,EAST KHASI HILL,201.36,OK,ACT,,201.96,201.96,378.77,-175.27,405.46
47485,Jan-23,WEILOI,EAST KHASI HILL,793.45,OK,ACT,,801.7,801.7,3126.9,0,
47486,Jan-23,WEILOI,EAST KHASI HILL,60,OK,ACT,60,60,60,0,0,
47487,Jan-23,WEILOI,EAST KHASI HILL,265,OK,ACT,,267.5,267.5,0,0,
47488,Jan-23,WEILOI,EAST KHASI HILL,201.64,OK,ACT,429,203.34,203.34,225.04,0,
47489,Jan-23,WEILOI,EAST KHASI HILL,313.54,OK,ACT,1500,314.04,314.04,101.5,25492.41,25907.95
47491,Jan-23,WEILOI,EAST KHASI HILL,342.9,OK,ACT,,346.35,346.35,0,0,
47493,Jan-23,WEILOI,EAST KHASI HILL,2248.11,OK,ACT,2269,2268.01,2268.01,419.14,-419.13,2268.02
47494,Jan-23,WEILOI,EAST KHASI HILL,323.7,OK,ACT,326,326.55,326.55,1.01,-1.83,325.73
47495,Jan-23,WEILOI,EAST KHASI HILL,43.1,OK,ACT,,43.65,43.65,308.77,0,
47496,Jan-23,WEILOI,EAST KHASI HILL,84.6,OK,ACT,85,84.9,84.9,50.76,-51.25,84.41
47505,Jan-23,WEILOI,EAST KHASI HILL,249.9,OK,ACT,252,251.85,251.85,347.04,-347.38,251.51
47507,Jan-23,WEILOI,EAST KHASI HILL,402.9,OK,ACT,406,406.35,406.35,686.1,-686.75,405.7
47509,Jan-23,WEILOI,EAST KHASI HILL,441.16,OK,ACT,1205,445.66,445.66,1543.09,-339.08,1649.67
47511,Jan-23,WEILOI,EAST KHASI HILL,501.5,OK,ACT,507,506.85,506.85,173.42,-174.21,506.06
47512,Jan-23,WEILOI,EAST KHASI HILL,121.5,OK,ACT,122,122.25,122.25,88.31,-89.17,121.39
47514,Jan-23,WEILOI,EAST KHASI HILL,301.9,OK,ACT,305,304.85,304.85,0,0,
47516,Jan-23,WEILOI,EAST KHASI HILL,82.28,OK,ACT,,82.53,82.53,234.11,-59.42,257.22
47518,Jan-23,WEILOI,EAST KHASI HILL,236.3,OK,ACT,239,238.45,238.45,288.6,-288.98,238.07
47519,Jan-23,WEILOI,EAST KHASI HILL,218.42,OK,ACT,454,220.32,220.32,653.75,-420.13,453.94
47520,Jan-23,WEILOI,EAST KHASI HILL,269.1,OK,ACT,272,271.65,271.65,392.42,-392.48,271.59
47522,Jan-23,WEILOI,EAST KHASI HILL,433.1,OK,ACT,438,437.65,437.65,235.65,-235.76,437.54
47523,Jan-23,WEILOI,EAST KHASI HILL,96.9,OK,ACT,,97.35,97.35,0,0,
47525,Jan-23,WEILOI,EAST KHASI HILL,329.1,OK,ACT,332,331.65,331.65,508.03,-508.27,331.41
47526,Jan-23,WEILOI,EAST KHASI HILL,357.8,OK,ACT,361,360.7,360.7,669.22,-669.58,360.34
47527,Jan-23,WEILOI,EAST KHASI HILL,663.5,OK,ACT,621,670.65,670.65,739.46,-739.85,670.26
47528,Jan-23,WEILOI,EAST KHASI HILL,660.5,OK,ACT,,666.95,666.95,500.94,-501.07,666.82
47529,Jan-23,WEILOI,EAST KHASI HILL,215.97,OK,ACT,222,217.87,217.87,196.72,-193.37,221.22
47531,Jan-23,WEILOI,EAST KHASI HILL,423.4,OK,ACT,428,427.1,427.1,1005.15,-1005.21,427.04
47532,Jan-23,WEILOI,EAST KHASI HILL,170.7,OK,ACT,170,172.05,172.05,165.96,-166.02,171.99
47534,Jan-23,WEILOI,EAST KHASI HILL,1371.4,OK,ACT,1385,1385.1,1385.1,499.84,-500.8,1384.14
47536,Jan-23,WEILOI,EAST KHASI HILL,145.23,OK,ACT,,146.13,146.13,1228.31,0,
47538,Jan-23,WEILOI,EAST KHASI HILL,148.7,OK,ACT,150,149.05,149.05,185.01,-186.53,147.53
47539,Jan-23,WEILOI,EAST KHASI HILL,645.5,OK,ACT,641,652.45,652.45,89.49,-101.26,640.68
47540,Jan-23,WEILOI,EAST KHASI HILL,343.86,OK,ACT,,346.36,346.36,335.83,7780.66,8462.85
47541,Jan-23,WEILOI,EAST KHASI HILL,60,OK,ACT,,60,60,165.59,-166.01,59.58
47542,Jan-23,WEILOI,EAST KHASI HILL,25.89,OK,ACT,50,26.24,26.24,149.81,-125.01,51.04
47543,Jan-23,WEILOI,EAST KHASI HILL,117.4,OK,ACT,118,118.1,118.1,162.4,-162.93,117.57
47545,Jan-23,WEILOI,EAST KHASI HILL,162.8,OK,ACT,,164.95,164.95,0,0,
47546,Jan-23,WEILOI,EAST KHASI HILL,121.59,OK,ACT,250,121.59,121.59,560.99,-433.09,249.49
47547,Jan-23,WEILOI,EAST KHASI HILL,142,OK,ACT,143,143,143,81.95,-81.99,142.96
47548,Jan-23,WEILOI,EAST KHASI HILL,60,OK,ACT,61,60,60,0.03,0,
47549,Jan-23,WEILOI,EAST KHASI HILL,1076.21,OK,ACT,2048,1087.41,1087.41,1380.38,-420.13,2047.66
47550,Jan-23,WEILOI,EAST KHASI HILL,102.24,OK,ACT,,102.74,102.74,258.1,-143.46,217.38
47551,Jan-23,WEILOI,EAST KHASI HILL,158.4,OK,ACT,159,159.6,159.6,277.04,-277.71,158.93
47552,Jan-23,WEILOI,EAST KHASI HILL,551,OK,ACT,557,556.9,556.9,412.47,-412.61,556.76
47553,Jan-23,WEILOI,EAST KHASI HILL,554.32,OK,ACT,,560.22,560.22,780.69,-483.4,857.51
47554,Jan-23,WEILOI,EAST KHASI HILL,297.8,OK,ACT,294,300.7,300.7,228.31,-235.4,293.61
47555,Jan-23,WEILOI,EAST KHASI HILL,351.7,OK,ACT,500,355.1,355.1,1289.93,0,
47556,Jan-23,WEILOI,EAST KHASI HILL,493.1,OK,ACT,,497.65,497.65,738.48,-739.47,496.66
47557,Jan-23,WEILOI,EAST KHASI HILL,927.6,OK,ACT,,936.3,936.3,953.86,-951.9,938.26
47558,Jan-23,WEILOI,EAST KHASI HILL,348.1,OK,ACT,350,350.15,350.15,313.64,-314.62,349.17
47559,Jan-23,WEILOI,EAST KHASI HILL,124.1,OK,ACT,124,124.15,124.15,125.23,-125.76,123.62
47560,Jan-23,WEILOI,EAST KHASI HILL,528.95,OK,ACT,536,534.6,534.6,606.82,-605.51,535.91
47561,Jan-23,WEILOI,EAST KHASI HILL,120,OK,ACT,120,120,120,1429.34,-1430.12,119.22
47562,Jan-23,WEILOI,EAST KHASI HILL,659.5,OK,ACT,,664.48,664.48,788.91,-789.05,664.34
47563,Jan-23,WEILOI,EAST KHASI HILL,281.93,OK,ACT,,284.63,284.63,254.59,-252.7,286.52
47564,Jan-23,WEILOI,EAST KHASI HILL,466.09,OK,ACT,370,471.04,471.04,43.18,-40.34,473.88
47570,Jan-23,WEILOI,EAST KHASI HILL,43.8,OK,ACT,40,44.4,44.4,41.28,-41.96,43.72
47571,Jan-23,WEILOI,EAST KHASI HILL,80.5,OK,ACT,81,80.75,80.75,0,0,
47572,Jan-23,WEILOI,EAST KHASI HILL,100.09,OK,ACT,,101.04,101.04,73.61,0,
47573,Jan-23,WEILOI,EAST KHASI HILL,176.1,OK,ACT,166,177.15,177.15,0,0,
47575,Jan-23,WEILOI,EAST KHASI HILL,75.86,OK,ACT,,76.46,76.46,209.49,0,
47577,Jan-23,WEILOI,EAST KHASI HILL,62.85,OK,ACT,,63.3,63.3,0,0,
47579,Jan-23,WEILOI,EAST KHASI HILL,59.2,OK,ACT,60,59.6,59.6,0,0,
47580,Jan-23,WEILOI,EAST KHASI HILL,73.8,OK,ACT,74,74.4,74.4,0,0,
